Label,Title,Summary,Date,Author
1,trump’s deceptive energy policy,"there is no “war on energy,” no “clean coal.” but now we have a war on common sense.",2018-02-05,no author found
1,donald trump defends his hands,"at thursday’s debate, mr. trump assured the american people that marco rubio’s attacks on his hand size were unfounded.",2016-03-04,andrew rosenthal
1,"trump, sex and lots of whining",meet the luckiest victim in the world.,2017-01-12,gail collins
1,donald trump defends his hands,"at thursday’s debate, mr. trump assured the american people that marco rubio’s attacks on his hand size were unfounded.",2016-03-04,andrew rosenthal
1,"trump, sex and lots of whining",meet the luckiest victim in the world.,2017-01-12,gail collins
1,"trump probably avoided his medicare taxes, too","according to his disclosure form, the republican didn’t receive a salary from the 200 companies he lists, so didn’t pay medicare or social security.",2016-11-02,fred goldberg
1,trump vs. the judges,the justice department has urged a federal appeals court to reinstate the travel ban.,2017-02-07,patrick chappatte
1,mr. trump’s government bailout,"no ordinary citizen could benefit from the tax code like donald trump did, and his tax proposal would give people like him even more advantages.",2016-10-04,no author found
1,what trump’s aggressive trade tactics have achieved,how do the president’s claims about tariffs and trade deficits stack up to reality?,2019-10-07,veronique de rugy
1,the awkward body language of donald trump,"in the post-truth presidency, a gesture is worth a thousand words.",2017-05-26,frank bruni
1,donald trump’s appeal to rust belt workers,his message resonates with many workers whose wages — and hopes — are stuck in a rut.,2016-07-02,steven greenhouse
1,trump’s il duce routine,europe knows that democracies can collapse. it watches trump with memories of when the sky darkened.,2016-02-29,roger cohen
1,"donald trump, crony capitalist","despite fierce anti-big-business sentiment among many republican voters, no candidate has emerged to champion them.",2016-02-23,luigi zingales
1,when trump made an appearance at cuomo’s bachelor party: the untold story of their ties,"gov. andrew cuomo has made his opposition to president trump a cornerstone of his campaign. in the transactional worlds of politics and real estate, their lives have often intersected.",2018-08-24,shane goldmacher
1,a biased judge? donald trump has claimed it before,"unlike most plaintiffs, who try to curry the favor of judges, mr. trump can turn publicly hostile toward them, assailing their motives, biography and fitness.",2016-06-07,michael barbaro
1,trump’s failure in jerusalem,his giveaway to israel of an american embassy is a blow to the dream of peace.,2018-05-15,no author found
1,peacemaking goes awry as donald trump lashes out at g.o.p. senators,"mr. trump was in washington for meetings with congressional members, including one with ted cruz, the texas senator who came closest to toppling him this year.",2016-07-07,alan rappeport
1,mr. trump’s dangerous indifference to russia,russia took direct aim at american democracy in 2016. president trump couldn’t care less.,2017-06-17,no author found
1,how not to fight trump,too much anti-trump judicial overreach could create a crisis.,2017-05-27,ross douthat
1,trump vs. math,the budget commits a jaw-dropping error of economic logic.,2017-05-24,david leonhardt
1,president trump’s big-money establishment,"mr. trump pledges to “drain the swamp,” but his nascent administration is knee-deep in cronies and big campaign donors.",2017-01-24,no author found
1,donald trump will leave you numb,there’s a dizzying secret to our erratic president’s survival.,2017-02-18,frank bruni
1,11 takeaways from the times’s investigation into trump’s wealth,"based on a trove of confidential financial records, the times report offers the first comprehensive look at the inherited fortune and tax dodges that guaranteed donald trump a gilded life.",2018-10-02,russ buettner
1,donald trump is in,real estate mogul and tv personality donald trump says he is a candidate for the republican nomination in the 2016 u.s. presidential election. rough cut (no reporter narration).,2015-06-16,no author found
1,trump vs. math,the budget commits a jaw-dropping error of economic logic.,2017-05-24,david leonhardt
1,getting twitchy about mr. trump,"republicans say they are looking at options for dumping donald trump, mostly because he’s losing.",2016-06-22,no author found
1,trump’s business empire isn’t just an ethical disaster,it’s also a security risk.,2016-12-01,richard painter
1,should democrats fear trump?,last night’s debate offered one reason to think that he can’t beat hillary.,2016-02-26,ross douthat
1,what donald trump has built,"his campaign has been based on hatred and fear, and it shows in the actions of his supporters.",2015-12-15,andrew rosenthal
1,ivanka trump says her private email use has ‘no equivalency’ with hillary clinton’s,"“people who want to see it as the same, see it as the same,” ivanka trump said, defending her use of a private email account for government business.",2018-11-28,eileen sullivan
1,melania trump’s wardrobe goes mute,"after the jacket controversy, the first lady dressed for discretion as she accompanied her husband on his european trip.",2018-07-16,vanessa friedman
1,donald trump’s place,"a year into his campaign, it’s still not clear exactly where he’s coming from or where he’s going.",2016-06-18,kevin baker
1,the eternal sunshine of the spotless trump,"as new outrages overwrite old ones, it’s easy to forget the sum of his sins.",2016-02-17,frank bruni
1,trump establishes u.s. space command,"president trump authorized the creation of the united states space command, calling the unit a precursor to the space force, a sixth branch of the military he has promised supporters.",2019-08-29,no author found
1,the anti-trump cometh,"francis’ visit will be a fitting pivot from our vulgarian summer, closing out a gluttonous episode of narcissism, rudeness, frivolity and xenophobia.",2015-08-28,timothy egan
1,fred trump taught his son the essentials of showboating self-promotion,"donald j. trump inherited more than just a real estate empire from his father. fred c. trump, a builder of homes in brooklyn and queens, was the donald of his day.",2016-08-12,jason horowitz
1,how donald trump lost wisconsin,he spent the week before the primary free-associating on everything from abortion to hiroshima.,2016-04-06,elizabeth williamson
1,verbatim: donald trump on dreamers,donald j. trump referred to the children of undocumented immigrants at a news conference in south carolina.,2016-02-15,first draft
1,donald trump seeks republican unity but finds rejection,"mr. trump may find it difficult to raise funds after being shunned by respected party figures including mitt romney, george bush, george w. bush and paul d. ryan.",2016-05-06,alexander burns
1,"in donald trump, evangelicals have found their president",the president has delivered wins time after time for christians.,2018-02-24,david brody
1,why donald trump hates your dog,your furry beloved can’t elevate or enrich him.,2019-11-05,frank bruni
1,how not to insult donald trump,"call him racist, call him sexist, just don’t call him late for dinner.",2019-07-18,gail collins
1,labor leaders’ cheap deal with trump,the building trades unions have chosen solidarity with the president over solidarity with the working class.,2017-02-07,naomi klein
1,trump sails tense seas,the united states takes a voyage through political waters.,2018-10-28,heng
1,donald trump seeks republican unity but finds rejection,"mr. trump may find it difficult to raise funds after being shunned by respected party figures including mitt romney, george bush, george w. bush and paul d. ryan.",2016-05-06,alexander burns
1,labor leaders’ cheap deal with trump,the building trades unions have chosen solidarity with the president over solidarity with the working class.,2017-02-07,naomi klein
1,trump weighs in on china,"speaking at a campaign event in michigan, the republican presidential candidate donald j. trump criticized the chinese government for devaluing its currency, calling the move a “disgrace.”",2015-08-12,no author found
1,can donald trump handle the truth?,presidential denial is an even bigger threat than transparent lying.,2017-01-28,no author found
1,obama derides trump’s veracity,"at a campaign event for hillary clinton, president obama criticized donald j. trump, the republican nominee — saying he made repeated false statements — and disparaged his past as a reality television star.",2016-09-13,no author found
1,"donald trump, pushing someone rich, offers himself","in his announcement, mr. trump brandished his wealth and fame as chief qualifications for the presidency in an improbable quest for the republican nomination.",2015-06-16,alexander burns
1,trump raises an army,trump’s supporters see him as vector; he sees them as market.,2017-08-31,charles
1,trump outlines threat of terrorism,"donald j. trump, the republican presidential nominee, discussed the rise of global terrorism and the islamic state and the necessity of combating it.",2016-08-15,no author found
1,donald trump courts the gun zealots,it’s time to have a detailed debate on what we can do to rein in gun deaths.,2016-08-13,no author found
1,can donald trump handle the truth?,presidential denial is an even bigger threat than transparent lying.,2017-01-28,no author found
1,trump sides with putin,"in a remarkable news conference, president trump avoided criticizing the russian president, and instead aimed his sharpest barbs at the united states.",2018-07-17,no author found
1,trump raises an army,trump’s supporters see him as vector; he sees them as market.,2017-08-31,charles
1,donald trump’s conspiracy theories,"from hinting that justice antonin scalia may have been murdered to suggesting that george w. bush knew the sept. 11, 2001, attacks were coming, donald j. trump has shared many outrageous conspiracy theories.",2016-02-29,michael lester
1,trump sells his penthouse for $21.38 million,"donald j. trump sold a penthouse he owned at the trump park avenue to the founder of the fresh market, a supermarket chain.",2015-08-07,vivian marino
1,5 takeaways from bob woodward’s book on the trump white house,the longtime washington post reporter describes a west wing full of nervous and stunned advisers who developed schemes to work around president trump.,2018-09-05,noah weiland
1,when corker liked trump,the senator helped make the president. now the senator has a particular responsibility not just to talk but to act.,2017-10-10,david leonhardt
1,president trump’s real fear: the courts,"the president tries to discredit federal judges who rule against him, and is threatening america’s constitutional order.",2017-02-07,no author found
1,a mar-a-lago weekend and an act of god: trump’s history with deutsche bank,"deutsche bank’s hunger for profits and risk led it to lend donald trump more than $2 billion. once he was elected president, employees were told not to utter his name.",2019-03-18,david enrich
1,trump again defends rudy giuliani,"“he’s been a great crime fighter,” president trump said of his personal lawyer. “he looks for corruption wherever he goes.”",2019-10-25,annie karni
1,my firsthand encounter with donald trump’s free media machine,"a new york times reporter who covers campaign finance offers a close-up take on how donald j. trump is able to get all that free attention. with this unusual campaign, it’s not so much where the money is, but where the money isn’t.",2016-02-24,nicholas confessore
1,"trump and election interference, whistle-blower edition","many elements are murky, but something clearly stinks.",2019-09-21,nicholas kristof
1,james comey cometh,comey’s statement makes trump sound more like a mob boss than like the president of a democracy.,2017-06-08,charles
1,"inside the trump organization, the company that has run trump’s big world",an examination of the company reveals a distinctly family business fortified with longtime loyalists that operates less on standardized procedures and more on a culture of trump.,2016-12-25,megan twohey
1,what happens if ...,"the possibilities ahead in the russia investigation suggest we are not reaching the end of a nightmare, but rather entering one. ",2018-12-03,charles
1,ivanka trump’s presence at meeting with japan’s leader raises questions,ms. trump’s attendance at the meeting again raised the issue of potential conflicts of interest between donald j. trump’s politics and his family’s business ventures.,2016-11-18,eric lipton
1,"jeffrey epstein was a ‘terrific guy,’ donald trump once said. now he’s ‘not a fan.’","through a mutual appreciation of wealth, women and years of occupying adjacent real estate in palm beach and on page six, the lives of the two men routinely intersected for decades.",2019-07-10,annie karni
1,"mobbed by fans, new celebrities emerge: trump’s kids","donald j. trump’s children have assumed an outsize role at the republican convention, drawing a following of their own.",2016-07-21,ashley parker
1,what donald trump learned from joseph mccarthy’s right-hand man,"roy cohn, the red-baiting senate adviser and fearsome lawyer, counseled a young mr. trump for many years, nurturing a style of bluster and smears.",2016-06-20,jonathan mahler
1,trump foundation may have used money to benefit one of its own,"the donald j. trump foundation acknowledged on its 2015 tax form that it had used money or assets for a “disqualified person,” or one of the organization’s central people.",2016-11-22,steve eder
1,the fog of trump,the new administration’s first week brings more news than clarity — and the white house seems to want it that way.,2017-01-28,ross douthat
1,trump’s history of believing men,"well before the #metoo movement gained momentum, donald j. trump weighed in on allegations against several well-known men, including himself. a look at his past statements shows a man quick to defend other men.",2018-02-13,chris cirillo
1,biden takes on trump’s economy,"former vice president joseph r. biden jr. accused president trump of “squandering” the economy he inherited from the obama administration, and promised to reverse mr. trump’s tax cuts.",2019-10-23,no author found
1,trump’s man in berlin,"richard grenell, the new ambassador to germany, like the president who appointed him, appears to have little patience for protocol and precedent.",2018-06-06,no author found
1,melania trump over the years,"a look at mrs. trump, from her modeling days in the ’90s to the present day.",2015-09-30,no author found
1,donald trump’s identity politics,"the more white voters care about being white, the more they like president trump.",2017-08-24,thomas
1,trump talks foreign policy,donald j. trump is giving his first major foreign policy speech as his campaign is adding new advisers in an effort to help him appear more “presidential.”,2016-04-27,no author found
1,trump is beginning to lose his grip,it isn’t just white suburban women who switched to democrats. parts of rural and white working class america peeled off too. ,2018-11-17,stanley
1,trump gives conservatives their just comeuppance,"trump’s move toward democrats is about betrayal, not pragmatism.",2017-09-15,bret stephens
1,trump drinks water. twitter erupts.,"when president trump took a drink of water during his speech at the white house on wednesday, twitter went crazy. why? mr. trump had mocked senator marco rubio of florida for a similar television water incident in 2013.",2017-11-15,
1,trump’s version of keeping us safe,we pause while the president feels sorry for himself.,2017-05-17,gail collins
1,trump talks foreign policy,donald j. trump is giving his first major foreign policy speech as his campaign is adding new advisers in an effort to help him appear more “presidential.”,2016-04-27,no author found
1,trump gives conservatives their just comeuppance,"trump’s move toward democrats is about betrayal, not pragmatism.",2017-09-15,bret stephens
1,liberal upper west siders get their revenge: trump place sign comes down,tenants at 200 riverside boulevard voted to remove the trump brand from their building’s signage. a judge sided with their decision.,2018-10-17,charles bagli
1,the trump disaster chronicle,nobody knows empathy like the donald.,2016-06-18,gail collins
1,how trump’s ‘miss universe’ in russia became ensnared in a political inquiry,the meeting between president trump's son and a russian lawyer last year was set up by an acquaintance from mr. trump's ownership of the miss universe pageant.,2017-07-11,katie rogers
1,a grounded plane and anti-clinton passion: how mike pence swayed the trumps,"when mechanical problems stranded donald j. trump in indiana, the state’s governor seized the opportunity with an impassioned monologue.",2016-07-16,ashley parker
1,trump on securing republican nomination,"donald j. trump spoke in bismarck, n.d., after securing enough delegates to win the presidential nomination.",2016-05-26,no author found
1,"nasty, brutish and trump",america’s gun madness is part of an assault on the very idea of community.,2018-02-22,paul krugman
1,an ‘evolving’ donald trump to discuss foreign policy in washington,"mr. trump, his campaign said, plans to touch on global trade, and economic and national security policies in a speech that comes as he tries to transition into general election mode.",2016-04-27,ashley parker
1,trump’s full inauguration ceremony 2017,donald j. trump took the oath of office to become the 45th president of the united states.,2017-01-20,no author found
1,trump calls trudeau ‘two-faced’,president trump responded to a video showing world leaders at a buckingham palace reception appearing to be discussing his behavior.,2019-12-04,no author found
1,trump’s debate flameout,clinton ran rings around him as he didn’t even seem prepared to answer the most obvious questions and attacks.,2016-09-29,charles
1,a grounded plane and anti-clinton passion: how mike pence swayed the trumps,"when mechanical problems stranded donald j. trump in indiana, the state’s governor seized the opportunity with an impassioned monologue.",2016-07-16,ashley parker
1,"in meeting erdogan, trump courts another tyrant",what exactly did the united states get for the turkish leader’s white house visit?,2019-11-14,no author found
1,"checking in at trump hotels, for kinship (and maybe some sway)","to ethics lawyers, the most extraordinary aspect of the daily merging of president trump’s official duties and his commercial interests is that it has now become almost routine.",2019-09-07,eric lipton
1,donald trump signs loyalty pledge to republican party,donald j. trump signed the republican party pledge demanding that all of its presidential candidates promise to forgo a third-party run and support the eventual nominee.,2015-09-03,maggie haberman
1,trump’s madness invites mutiny,we may have reached an inflection point at which even partisans grow weary of the barrage of lies.,2017-05-15,charles
1,trump’s truly terrible time,while honest abe rolls in his grave …,2018-09-07,gail collins
1,democrats’ response to trump,former gov. steve beshear of kentucky responds to the president’s address to congress.,2017-03-01,no author found
1,trump gushes over north korea,the rest of the world holds its breath.,2018-06-12,no author found
1,debate takeaways: hillary clinton digs in and prevails,"the democratic candidate appeared to gain strength as the debate progressed, ultimately beating back donald trump in the late exchanges.",2016-09-27,alexander burns
1,trump responds to romney's remarks,"donald j. trump responded to criticism by mitt romney, the 2012 republican presidential nominee, saying that mr. romney was a “failed candidate” who had been “begging” for mr. trump's endorsement.",2016-03-03,no author found
1,trump’s chance to save american steel,cheap imports are becoming a threat to national security. he has the tools to respond. will he use them?,2018-01-17,scott paul
1,condemning trump's refugee ban,"foreign leaders, aid groups and refugees and their families denounced president trump's hard line on immigration and his order closing the nation’s borders to displaced people from around the world.",2017-01-28,ainara tiefenthäler
1,trump is losing his trade wars,"the pain is real, but the coercion isn’t.",2019-07-05,paul krugman
1,"donald trump, mesmerist","when no one is trustworthy, you might as well trust a con artist.",2018-08-04,emily ogden
1,"watch out world, trump’s coming",he’s making 5 stops in 9 days. anything could happen.,2017-05-20,gail collins
1,trump’s negative space,what we think of today as a grammatical mistake used to be perfectly acceptable english.,2018-07-19,carmel mccoubrey
1,"after mike pence’s debate showing, donald trump takes credit",the clinton and trump teams each praised their vice-presidential candidates after the debate between mike pence and tim kaine.,2016-10-05,alexander burns
1,trump is losing his trade wars,"the pain is real, but the coercion isn’t.",2019-07-05,paul krugman
1,"donald trump, mesmerist","when no one is trustworthy, you might as well trust a con artist.",2018-08-04,emily ogden
1,an article of impeachment against donald j. trump,"it may not happen, but the necessary trail of evidence is there.",2018-01-29,david leonhardt
1,"after mike pence’s debate showing, donald trump takes credit",the clinton and trump teams each praised their vice-presidential candidates after the debate between mike pence and tim kaine.,2016-10-05,alexander burns
1,the misunderstood history of trump on letterman,"in more than 30 appearances, the future president tried out his talking points on a host who was among the first to treat him as a serious political thinker.",2017-08-15,jason zinoman
1,why trump chose mike pompeo,"the c.i.a. director, mike pompeo, president trump's new pick for secretary of state, is hawkish on foreign policy and shares the president's worldview.",2018-03-13,chris cirillo
1,the trump-farage road show,"as brexit showed, this is an age whose winning political dictum is: disruption at any cost.",2016-08-29,roger cohen
1,donald trump and the lawsuit presidency,the $25 million settlement of the trump university fraud cases is only the tip of the iceberg.,2016-11-25,no author found
1,china grants ivanka trump initial approval for new trademarks,"the 16 new trademarks cover a broad array of goods and services, including purses, swimsuits, fire extinguishers and senior citizens’ homes.",2018-11-06,austin ramzy
1,"under oath, donald trump shows his raw side",hundreds of pages of sworn testimony by donald j. trump over the past decade paint an unvarnished image of mr. trump as prone to overstatement and the occasional boorish outburst.,2015-07-29,michael barbaro
1,why trump chose mike pompeo,"the c.i.a. director, mike pompeo, president trump's new pick for secretary of state, is hawkish on foreign policy and shares the president's worldview.",2018-03-13,chris cirillo
1,the fading trump bump,trump keeps touting his economic record but recent data show the post-election boomlet is fading.,2017-07-20,steven rattner
1,donald trump and the lawsuit presidency,the $25 million settlement of the trump university fraud cases is only the tip of the iceberg.,2016-11-25,no author found
1,trump’s potemkin economy,"the trade war is going great, say trade warriors.",2018-06-30,paul krugman
1,"paul manafort’s trial is donald trump’s, too ",you can judge this president by the sordid company he keeps.,2018-07-31,frank bruni
1,trump’s deals: hype and reality,"donald j. trump is a prolific, if controversial, businessman. here, we examine some of his ventures to find out how they fared. (pictured: mr. trump showing off his home furnishings collection in 2007.)",2016-10-06,quynhanh do
1,trump’s corruption of the american republic,the danger of lowered expectations and the ever more frequent shrug.,2018-02-02,roger cohen
1,trump compliments brigitte macron’s body,president trump was captured on video complimenting the physical appearance of the wife of president emmanuel macron of france.,2017-07-13,no author found
1,trump isn’t rewarding a lot of loyalists with cabinet jobs. here’s why.,advisers say the personal baggage and problematic scandals embroiling some of his biggest supporters are unappealing to president-elect donald j. trump.,2016-12-10,maggie haberman
1,trump and epstein partied and commented on women in 1992 video,"the video provides a glimpse of donald j. trump in his element, sidling between a dance floor filled with n.f.l. cheerleaders and the sidelines at his mar-a-lago club.",2019-07-17,maggie haberman
1,trump’s deals: hype and reality,"donald j. trump is a prolific, if controversial, businessman. here, we examine some of his ventures to find out how they fared. (pictured: mr. trump showing off his home furnishings collection in 2007.)",2016-10-06,quynhanh do
1,trump’s corruption of the american republic,the danger of lowered expectations and the ever more frequent shrug.,2018-02-02,roger cohen
1,how donald trump avoided paying taxes using other people’s money,mr. trump managed to save millions in personal taxes by borrowing – then losing – other people’s money.,2016-11-01,gabriel x
1,"deutsche bank does not have trump’s tax returns, court says",the bank informed a federal appeals court that it has tax records for two members of president trump’s family but not for him.,2019-10-10,david enrich
1,trump and epstein partied and commented on women in 1992 video,"the video provides a glimpse of donald j. trump in his element, sidling between a dance floor filled with n.f.l. cheerleaders and the sidelines at his mar-a-lago club.",2019-07-17,maggie haberman
1,trump on ‘phenomenal’ tax plan,"in a meeting with airline executives, president trump promised a plan in a few weeks “lowering the overall tax burden on american businesses – big league.”",2017-02-09,cnbc
1,trump chastises opponents’ ‘stupid deal’,donald j. trump had harsh words for ted cruz and john kasich’s cooperation and expressed a desire to move forward to focus his efforts on hillary clinton.,2016-05-03,no author found
1,trump stays buggy,"let’s blame british spies, fox news and — oh, did you know he used to have a tv show?",2017-03-18,gail collins
1,"trying to read donald trump, in translation",the hateful rhetoric has distressed politicians in some countries and left others scratching their heads.,2016-03-09,no author found
1,"trump summons tv figures for private meeting, and lets them have it","the defiant president-elect told on-air stars like lester holt, charlie rose, george stephanopoulos and wolf blitzer they got it all wrong.",2016-11-22,michael
1,"trying to read donald trump, in translation",the hateful rhetoric has distressed politicians in some countries and left others scratching their heads.,2016-03-09,no author found
1,trump’s wall of fame,"i’ve got a blank space, baby.",2019-03-04,patrick chappatte
1,"president-elect trump, back in washington, resembles candidate trump","mr. trump, who had been away from the capital for more than a month, looked forward to a biker-aided inauguration, then returned to trump tower.",2017-01-18,maggie haberman
1,trump chastises opponents’ ‘stupid deal’,donald j. trump had harsh words for ted cruz and john kasich’s cooperation and expressed a desire to move forward to focus his efforts on hillary clinton.,2016-05-03,no author found
1,"trump summons tv figures for private meeting, and lets them have it","the defiant president-elect told on-air stars like lester holt, charlie rose, george stephanopoulos and wolf blitzer they got it all wrong.",2016-11-22,michael
1,donald trump apology caps day of outrage over lewd tape,a vulgar discussion recorded in 2005 on a soap opera set added to evidence that mr. trump has a record of sexist behavior.,2016-10-07,alexander burns
1,"mitt romney aims at donald trump, hits g.o.p.",it took the trump victories on super tuesday to force a reckoning by republicans. now they should look in the mirror.,2016-03-04,no author found
1,trump pressed top republicans to end senate russia inquiry,"president trump told senators mitch mcconnell, richard burr and others that he wanted an inquiry into russian interference in the election to come to a close.",2017-12-01,jonathan martin
1,donald trump’s ‘taco bowl’ message: ‘i love hispanics’,"less than 48 hours after becoming the presumptive republican nominee, mr. trump, who has high unfavorable ratings among hispanics, posted a photo of himself on his social media accounts eating a taco bowl and with the message: “i love hispanics!”",2016-05-05,ashley parker
1,deciphering the patterns in trump’s falsehoods,"we review how president trump bent the truth this year by repeating and inflating falsehoods, shifting his statements, embellishing or omitting details, and offering misleading attacks. ",2018-12-29,linda qiu
1,u.s. supreme court extends block on trump financial records dispute,the u.s. supreme court on monday gave president donald trump a boost by extending its hold on a lower court ruling that required his longtime accounting firm to hand over his financial records to a democratic-led house of representatives committee.,2019-11-26,no author found
1,trump is cracking up,"the president is acting more deranged than usual, but republicans in congress don’t care.",2017-12-01,michelle goldberg
1,trump rebukes obama on bergdahl,"at a campaign event in mobile, ala., the republican presidential candidate donald j. trump criticized president obama’s handling of the release of sgt. bowe bergdahl, who is charged with desertion.",2015-08-22,no author found
1,live free or trump,#nevertrump republicans want a spoiler. they should look to the libertarian gary johnson.,2016-03-22,emma roller
1,donald trump apology caps day of outrage over lewd tape,a vulgar discussion recorded in 2005 on a soap opera set added to evidence that mr. trump has a record of sexist behavior.,2016-10-07,alexander burns
1,"mitt romney aims at donald trump, hits g.o.p.",it took the trump victories on super tuesday to force a reckoning by republicans. now they should look in the mirror.,2016-03-04,no author found
1,trump pressed top republicans to end senate russia inquiry,"president trump told senators mitch mcconnell, richard burr and others that he wanted an inquiry into russian interference in the election to come to a close.",2017-12-01,jonathan martin
1,the most-read stories of 2016,"unsurprisingly, the majority of the most-read stories this year were about the 2016 election. the topic of this year’s most-read article, like last year’s, is love — this time “why you will marry the wrong person.” (spoiler alert: the author thinks we all do.)",2016-12-19,ari bevacqua
1,the fictitious state of trump’s fantastical union,to take this speech seriously is to see a statesman who isn’t there.,2018-01-31,frank bruni
1,trump sworn in as president,"donald j. trump took the oath of office, becoming the 45th president of the united states on friday.",2017-01-20,no author found
1,how trump changed presidential debates,one of the hallmarks of president trump’s 2016 campaign was his norm-breaking debate style. these were the techniques he used.,2019-06-25,robin lindsay
1,the most-read stories of 2016,"unsurprisingly, the majority of the most-read stories this year were about the 2016 election. the topic of this year’s most-read article, like last year’s, is love — this time “why you will marry the wrong person.” (spoiler alert: the author thinks we all do.)",2016-12-19,ari bevacqua
1,is donald trump serious?,he says yes. his positions on the issues suggest otherwise.,2015-09-29,joe nocera
1,trump responds to media criticism,"at a rally in cincinnati, donald j. trump took issue with news media portrayals of his comments about saddam hussein and accusations of anti-semitism.",2016-07-07,no author found
1,donald trump’s cowardice on ‘dreamers’,"so that the president can make a political point, 800,000 people face deportation.",2017-09-05,no author found
1,donald trump pulls out of hispanic chamber of commerce event,"donald j. trump has backed out of appearing at a gathering of the united state hispanic chamber of commerce next week, and the group said it was because he did not want to be confronted with tough questions.",2015-10-02,alan rappeport
1,the fictitious state of trump’s fantastical union,to take this speech seriously is to see a statesman who isn’t there.,2018-01-31,frank bruni
1,trapped on an island with trump,we’re all on the worst episode of “survivor” ever.,2017-10-26,gail collins
1,trump declares victory in nevada,donald j. trump addressed an exuberant crowd after being projected to win the nevada republican caucuses by a significant margin.,2016-02-24,no author found
1,the market rises with trump,“can you believe that we’re actually sitting here talking about a trump rally?” asked james stewart of the new york times. but traders are in a buying mood – for now.,2016-11-11,cnbc
1,donald trump’s cowardice on ‘dreamers’,"so that the president can make a political point, 800,000 people face deportation.",2017-09-05,no author found
1,trump is wimping out on trade,why are big boasts turning into tiny policy tweaks?,2017-04-03,paul krugman
1,donald trump pulls out of hispanic chamber of commerce event,"donald j. trump has backed out of appearing at a gathering of the united state hispanic chamber of commerce next week, and the group said it was because he did not want to be confronted with tough questions.",2015-10-02,alan rappeport
1,did moderates help elect trump?,a small group of relatively centrist voters who weren’t expected to vote may have put donald j. trump over the top.,2016-11-16,peter enns
1,trump declares victory in nevada,donald j. trump addressed an exuberant crowd after being projected to win the nevada republican caucuses by a significant margin.,2016-02-24,no author found
1,"trump, ‘he’s like a rapper’",trump envied the bravado of hip-hop royalty and made it his own.,2018-07-22,charles
1,"trump awarded a new chinese trademark, this time for catering","the trademarks expand the president’s business interests in china, which have already stirred complaints over possible conflicts of interest.",2017-06-01,paul mozur
1,the latest: trump slams media over impeachment coverage,the latest on president donald trump’s rally in florida (all times local):,2019-11-27,no author found
1,trump detests apologetic men,"to stay on the president’s good side, you must perfect the art of denial, deflection and discredit.",2019-07-11,charles
1,donald trump’s australia,the turnbull government cowers before the american president as public opinion toward refugees hardens.,2017-02-21,waleed aly
1,"trump awarded a new chinese trademark, this time for catering","the trademarks expand the president’s business interests in china, which have already stirred complaints over possible conflicts of interest.",2017-06-01,paul mozur
1,the latest: trump slams media over impeachment coverage,the latest on president donald trump’s rally in florida (all times local):,2019-11-27,no author found
1,"how donald trump bankrupted his atlantic city casinos, but still earned millions","mr. trump boasts of his success at the jersey shore resort, but regulatory reviews, court records and security filings indicate otherwise. and others paid the price.",2016-06-11,russ buettner
1,donald trump’s australia,the turnbull government cowers before the american president as public opinion toward refugees hardens.,2017-02-21,waleed aly
1,president trump rallies in florida,"reminiscent of last year's campaign events, mr. trump on saturday evening touched on familiar subjects such as a replacement for obamacare, the “dishonest” media and his promises to strengthen the nation's borders.",2017-02-18,no author found
1,‘hut 1! hut 2!’ donald trump credits tom brady for massachusetts score,"donald j. trump said that the patriots quarterback tom brady’s public show of support — he kept a “make america great again” campaign hat in his locker — was an “enormous help” in the football team’s home state. mr. trump took 49.3 percent of the vote in massachusetts on tuesday,",2016-03-03,patrick healy
1,pence versus trump kids,trump’s running mate got the spotlight for a while but got upstaged.,2016-07-21,gail collins
1,heng on trump’s china policy,"in the winds of trump, china finds confusion.",2018-02-04,heng
1,donald trump’s immigration speech: analysis,"donald j. trump delivered a speech in phoenix on wednesday that was expected to clarify his shifting stance on hard-line immigration policies, following a trip to mexico to speak with president enrique peña nieto.",2016-09-01,no author found
1,ted cruz sees boon to his campaign in donald trump,"ted cruz suggests that donald j. trump is unwittingly bending the race toward mr. cruz, and this may partly explain mr. cruz’s deference to mr. trump.",2015-12-11,matt flegenheimer
1,president trump rallies in florida,"reminiscent of last year's campaign events, mr. trump on saturday evening touched on familiar subjects such as a replacement for obamacare, the “dishonest” media and his promises to strengthen the nation's borders.",2017-02-18,no author found
1,trump protesters clash with police,"outside a rally for donald j. trump in albuquerque, protesters threw rocks at police officers.",2016-05-25,no author found
1,"trump, taxes and … you know",i’m sure you have questions.,2017-11-02,gail collins
1,scottish protest to trump development,"donald j. trump took a break from campaigning to open his newest golf course in scotland. while he projected success despite economic woes in britain, opposition has flared up.",2016-06-25,ben laffin
1,joe walsh: trump needs a primary challenge,the case for a contender from the right.,2019-08-14,joe walsh
1,donald trump assails iowa religious leader,"after donald j. trump picked up the endorsement of jerry falwell jr., mr. trump took to twitter to attack bob vander plaats, an influential christian conservative who is backing ted cruz.",2016-01-26,maggie haberman
1,trump family values,"in the parade of political progeny, behold a certain billionaire’s brood.",2016-04-16,frank bruni
1,can the g.o.p. senate majority survive donald trump?,the party’s most vulnerable down-ticket candidates try to escape the shadow of a presidential campaign that is imperiling their prospects in november.,2016-07-12,robert draper
1,trump and christie’s evolving roles,gov. chris christie of new jersey has known donald j. trump for 14 years. the pair’s relationship has changed over the past several months during the republican race for the party nomination.,2016-03-08,turner cowles
